"Study_Network_id","pollinator_count","total_pollinator_count","percentage","strategy","n_plants","pollinator_order"
"37_White_Bn",4,13,30.7692307692308,"Flower shape",5,"Diptera"
"37_White_CW",14,21,66.6666666666667,"Flower shape",5,"Diptera"
"37_White_Ce",2,11,18.1818181818182,"Flower shape",5,"Diptera"
"37_White_Cn",6,18,33.3333333333333,"Flower shape",5,"Diptera"
"37_White_ED",8,10,80,"Flower shape",5,"Diptera"
"37_White_Fs",3,11,27.2727272727273,"Flower shape",5,"Diptera"
"37_White_Kr",4,7,57.1428571428571,"Flower shape",5,"Diptera"
"37_White_ND",6,12,50,"Flower shape",5,"Diptera"
"37_White_Pn",1,7,14.2857142857143,"Flower shape",5,"Diptera"
"37_White_WD",8,13,61.5384615384615,"Flower shape",5,"Diptera"
"38_Maurer_A1",3,7,42.8571428571429,"Flower shape",5,"Diptera"
"38_Maurer_A2",3,11,27.2727272727273,"Flower shape",5,"Diptera"
"38_Maurer_A3",3,9,33.3333333333333,"Flower shape",5,"Diptera"
"38_Maurer_A4",7,10,70,"Flower shape",5,"Diptera"
"38_Maurer_R1",7,11,63.6363636363636,"Flower shape",5,"Diptera"
"38_Maurer_R3",2,7,28.5714285714286,"Flower shape",5,"Diptera"
"38_Maurer_R4",1,7,14.2857142857143,"Flower shape",5,"Diptera"
"38_Maurer_U3",2,10,20,"Flower shape",5,"Diptera"
"39_Schweiger_I1_ruderal_1_2021",1,4,25,"Flower shape",5,"Diptera"
"39_Schweiger_I2_woodland.scrub_1_2021",1,3,33.3333333333333,"Flower shape",5,"Diptera"
"39_Schweiger_I4_woodland.scrub_3_2021",2,4,50,"Flower shape",5,"Diptera"
"39_Schweiger_R1_semi.natural.grass_4_2021",3,3,100,"Flower shape",5,"Diptera"
"39_Schweiger_R4_semi.natural.grass_2_2021",3,8,37.5,"Flower shape",5,"Diptera"
"40_Knight_Ghe_ari_2017",33,61,54.0983606557377,"Flower shape",5,"Diptera"
"41_Knight_1 wooded meadow_2018",16,21,76.1904761904762,"Flower shape",5,"Diptera"
"41_Knight_2 alvar pasture_2018",3,6,50,"Flower shape",5,"Diptera"
"41_Knight_3 alvar pasture_2018",17,19,89.4736842105263,"Flower shape",5,"Diptera"
"41_Knight_4 wooded meadow_2018",6,7,85.7142857142857,"Flower shape",5,"Diptera"
"41_Knight_5 wooded meadow_2018",2,22,9.09090909090909,"Flower shape",5,"Diptera"
"41_Knight_6 alvar pasture_2018",3,8,37.5,"Flower shape",5,"Diptera"
"42_Knight_M1Restored_2019",3,5,60,"Flower shape",5,"Diptera"
"42_Knight_M2Natural_2019",2,2,100,"Flower shape",5,"Diptera"
"42_Knight_M3Natural_2019",6,8,75,"Flower shape",5,"Diptera"
"42_Knight_M4Restored_2019",5,7,71.4285714285714,"Flower shape",5,"Diptera"
"42_Knight_M5Restored_2019",2,6,33.3333333333333,"Flower shape",5,"Diptera"
"42_Knight_M6Natural_2019",11,15,73.3333333333333,"Flower shape",5,"Diptera"
"42_Knight_M8Restored_2019",6,7,85.7142857142857,"Flower shape",5,"Diptera"
"44_Knight_M11_2018",3,5,60,"Flower shape",5,"Diptera"
"44_Knight_M12_2018",15,26,57.6923076923077,"Flower shape",5,"Diptera"
"44_Knight_M13_2018",6,16,37.5,"Flower shape",5,"Diptera"
"44_Knight_M15_2018",15,29,51.7241379310345,"Flower shape",5,"Diptera"
"44_Knight_M16_2018",12,28,42.8571428571429,"Flower shape",5,"Diptera"
"44_Knight_M17_2018",6,15,40,"Flower shape",5,"Diptera"
"44_Knight_M18_2018",10,18,55.5555555555556,"Flower shape",5,"Diptera"
"44_Knight_M1_2018",8,14,57.1428571428571,"Flower shape",5,"Diptera"
"44_Knight_M3_2018",4,17,23.5294117647059,"Flower shape",5,"Diptera"
"44_Knight_M4_2018",14,24,58.3333333333333,"Flower shape",5,"Diptera"
"44_Knight_M6_2018",1,8,12.5,"Flower shape",5,"Diptera"
"44_Knight_M8_2018",5,13,38.4615384615385,"Flower shape",5,"Diptera"
"45_Knight_Hermanovice_meadow_2018",17,28,60.7142857142857,"Flower shape",5,"Diptera"
"45_Knight_HorniGrunt_meadow_2018",19,23,82.6086956521739,"Flower shape",5,"Diptera"
"45_Knight_Mnichov_meadow_2018",13,26,50,"Flower shape",5,"Diptera"
"46_Knight_Gora_Gipsowa_2018",2,18,11.1111111111111,"Flower shape",5,"Diptera"
"47_Benadi_1",51,131,38.9312977099237,"Flower shape",5,"Diptera"
"47_Benadi_2",74,120,61.6666666666667,"Flower shape",5,"Diptera"
"47_Benadi_3",75,115,65.2173913043478,"Flower shape",5,"Diptera"
"47_Benadi_4",73,118,61.864406779661,"Flower shape",5,"Diptera"
"47_Benadi_5",59,91,64.8351648351648,"Flower shape",5,"Diptera"
"47_Benadi_6",47,64,73.4375,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 A_2018",9,16,56.25,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 An_2018",15,20,75,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 B_2018",10,17,58.8235294117647,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 Bn_2018",15,31,48.3870967741936,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 C_2018",8,26,30.7692307692308,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 Cn_2018",12,31,38.7096774193548,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 E_2018",15,26,57.6923076923077,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 En_2018",14,29,48.2758620689655,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 F_2018",8,13,61.5384615384615,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 Fn_2018",2,8,25,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 G_2018",8,15,53.3333333333333,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 Gn_2018",13,16,81.25,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 H_2018",9,50,18,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 Hn_2018",13,46,28.2608695652174,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 I_2018",12,23,52.1739130434783,"Flower shape",5,"Diptera"
"4_Marini_UNIPD01 In_2018",18,29,62.0689655172414,"Flower shape",5,"Diptera"
"50_Hervias-Parejo_Cala Tirant_2021",2,26,7.69230769230769,"Flower shape",5,"Diptera"
"50_Hervias-Parejo_Llucalari_2021",6,11,54.5454545454545,"Flower shape",5,"Diptera"
"50_Hervias-Parejo_Sa Bassa_2021",4,18,22.2222222222222,"Flower shape",5,"Diptera"
"50_Hervias-Parejo_Salinas_2021",1,18,5.55555555555556,"Flower shape",5,"Diptera"
"50_Hervias-Parejo_Torre Fornells_2021",16,29,55.1724137931034,"Flower shape",5,"Diptera"
"50_Hervias-Parejo_coast Son Bou_2021",3,8,37.5,"Flower shape",5,"Diptera"
"51_Petanidou_Pyrgos_2013",2,16,12.5,"Flower shape",5,"Diptera"
"51_Petanidou_Sigri 3_2012",4,5,80,"Flower shape",5,"Diptera"
"54_Lazaro_AloeVera_2018_2018",3,13,23.0769230769231,"Flower shape",5,"Diptera"
"54_Lazaro_SonBaco_2018_2018",18,29,62.0689655172414,"Flower shape",5,"Diptera"
"54_Lazaro_SonMutNou_2018_2018",22,27,81.4814814814815,"Flower shape",5,"Diptera"
"54_Lazaro_UIB_2018_2018",4,12,33.3333333333333,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AA_2019",1,8,12.5,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AB_2019",5,9,55.5555555555556,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AC_2019",6,13,46.1538461538462,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AD_2019",5,7,71.4285714285714,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AE_2019",2,16,12.5,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AF_2019",2,5,40,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AG_2019",8,29,27.5862068965517,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AH_2019",6,16,37.5,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AI_2019",4,5,80,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AJ_2019",4,10,40,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AK_2019",3,5,60,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AL_2019",4,19,21.0526315789474,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AM_2019",6,13,46.1538461538462,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AN_2019",5,10,50,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AO_2019",11,17,64.7058823529412,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AP_2019",2,9,22.2222222222222,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AQ_2019",8,15,53.3333333333333,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AS_2019",4,8,50,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AT_2019",7,8,87.5,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 AV_2019",4,4,100,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 A_2019",3,6,50,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 B_2019",4,7,57.1428571428571,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 C_2019",12,14,85.7142857142857,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 D_2019",6,18,33.3333333333333,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 E_2019",7,12,58.3333333333333,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 G_2019",4,6,66.6666666666667,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 H_2019",2,3,66.6666666666667,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 I_2019",4,17,23.5294117647059,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 K_2019",1,2,50,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 L_2019",9,10,90,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 M_2019",10,14,71.4285714285714,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 N_2019",8,12,66.6666666666667,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 O_2019",14,22,63.6363636363636,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 P_2019",11,13,84.6153846153846,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 Q_2019",7,10,70,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 S_2019",4,9,44.4444444444444,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 T_2019",6,6,100,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 U_2019",2,8,25,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 V_2019",9,18,50,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 W_2019",1,6,16.6666666666667,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 X_2019",7,23,30.4347826086957,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 Y_2019",6,17,35.2941176470588,"Flower shape",5,"Diptera"
"5_Marini_UNIPD02 Z_2019",4,4,100,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD13_2020",5,5,100,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD14_2020",7,8,87.5,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD15_2020",9,13,69.2307692307692,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD16_2020",7,9,77.7777777777778,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD17_2020",10,11,90.9090909090909,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD20_2020",9,12,75,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD22_2020",6,9,66.6666666666667,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD23_2020",10,15,66.6666666666667,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD26_2020",5,6,83.3333333333333,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD27_2020",7,9,77.7777777777778,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD28_2020",12,16,75,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD29_2020",11,13,84.6153846153846,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 CD34_2020",7,9,77.7777777777778,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D11_2020",5,6,83.3333333333333,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D17_2020",4,6,66.6666666666667,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D21_2020",4,5,80,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D24_2020",9,13,69.2307692307692,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D28_2020",9,11,81.8181818181818,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D29_2020",4,5,80,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D34_2020",5,7,71.4285714285714,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D35_2020",5,6,83.3333333333333,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D5_2020",3,7,42.8571428571429,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 D8_2020",4,5,80,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 E14_2020",8,13,61.5384615384615,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 E19_2020",7,12,58.3333333333333,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 E25_2020",10,11,90.9090909090909,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 E26_2020",9,15,60,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 E33_2020",7,10,70,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 E35_2020",8,11,72.7272727272727,"Flower shape",5,"Diptera"
"6_Marini_UNIPD03 E36_2020",9,10,90,"Flower shape",5,"Diptera"
"7_Scheper_Chize_10_Field_boundary_2015",2,3,66.6666666666667,"Flower shape",5,"Diptera"
"7_Scheper_Chize_12_Field_boundary_2015",2,4,50,"Flower shape",5,"Diptera"
"7_Scheper_Chize_14_Field_boundary_2015",1,4,25,"Flower shape",5,"Diptera"
"7_Scheper_Chize_19_Field_boundary_2015",2,2,100,"Flower shape",5,"Diptera"
"7_Scheper_Chize_1_Field_boundary_2015",4,4,100,"Flower shape",5,"Diptera"
"7_Scheper_Chize_1_Grassland_2015",2,2,100,"Flower shape",5,"Diptera"
"7_Scheper_Chize_25_Field_boundary_2015",3,7,42.8571428571429,"Flower shape",5,"Diptera"
"7_Scheper_Chize_4_Field_boundary_2015",4,4,100,"Flower shape",5,"Diptera"
"7_Scheper_Chize_5_Field_boundary_2015",4,5,80,"Flower shape",5,"Diptera"
"7_Scheper_Chize_6_Field_boundary_2015",2,8,25,"Flower shape",5,"Diptera"
"11_Clough_ASK_2021_2021",3,5,60,"Flower shape",3,"Diptera"
"11_Clough_HAM_2021_2021",4,19,21.0526315789474,"Flower shape",3,"Diptera"
"11_Clough_KOM_2021_2021",3,5,60,"Flower shape",3,"Diptera"
"11_Clough_LOB_2021_2021",3,7,42.8571428571429,"Flower shape",3,"Diptera"
"11_Clough_PET_2021_2021",2,11,18.1818181818182,"Flower shape",3,"Diptera"
"12_Ockinger_Norrang_Ryckelsby_Og",7,15,46.6666666666667,"Flower shape",3,"Diptera"
"12_Ockinger_Sattra_Og",2,7,28.5714285714286,"Flower shape",3,"Diptera"
"12_Ockinger_St_Tadinge",3,5,60,"Flower shape",3,"Diptera"
"12_Ockinger_Tjalinge_Skogstibble",1,6,16.6666666666667,"Flower shape",3,"Diptera"
"20_Hoiss_H5_2010",40,58,68.9655172413793,"Flower shape",3,"Diptera"
"20_Hoiss_H6_2010",14,27,51.8518518518518,"Flower shape",3,"Diptera"
"20_Hoiss_H7_2010",13,32,40.625,"Flower shape",3,"Diptera"
"20_Hoiss_HO1_2010",5,30,16.6666666666667,"Flower shape",3,"Diptera"
"20_Hoiss_HO5_2010",21,46,45.6521739130435,"Flower shape",3,"Diptera"
"20_Hoiss_T4_2010",11,35,31.4285714285714,"Flower shape",3,"Diptera"
"28_Sutter_10_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_11_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_12_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_13_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_14_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_17_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_19_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_1_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_20_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_21_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_2_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_3_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_5_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_8_2013",1,1,100,"Flower shape",3,"Diptera"
"28_Sutter_8_2014",1,1,100,"Flower shape",3,"Diptera"
"29_Magrach_Gibraleon_2011",3,7,42.8571428571429,"Flower shape",3,"Diptera"
"29_Magrach_Niebla_2011",6,9,66.6666666666667,"Flower shape",3,"Diptera"
"29_Magrach_Niebla_2012",1,2,50,"Flower shape",3,"Diptera"
"2_Petanidou_Armolia_2015",8,11,72.7272727272727,"Flower shape",3,"Diptera"
"2_Petanidou_Emborios_2015",6,8,75,"Flower shape",3,"Diptera"
"2_Petanidou_Gridia_2015",3,9,33.3333333333333,"Flower shape",3,"Diptera"
"2_Petanidou_Kato Fana_2015",8,10,80,"Flower shape",3,"Diptera"
"2_Petanidou_Palios Katarraktis_2015",4,13,30.7692307692308,"Flower shape",3,"Diptera"
"2_Petanidou_Vessa 2_2015",1,14,7.14285714285714,"Flower shape",3,"Diptera"
"30_Smith_lsk48_2012",4,11,36.3636363636364,"Flower shape",3,"Diptera"
"30_Smith_lsk73_2012",4,12,33.3333333333333,"Flower shape",3,"Diptera"
"30_Smith_lsk74_2012",7,12,58.3333333333333,"Flower shape",3,"Diptera"
"30_Smith_lsk77_2011",2,6,33.3333333333333,"Flower shape",3,"Diptera"
"30_Smith_lsk77_2012",4,13,30.7692307692308,"Flower shape",3,"Diptera"
"31_Roberts_Hunt_2013",1,1,100,"Flower shape",3,"Diptera"
"31_Roberts_Jefferies_2013",2,4,50,"Flower shape",3,"Diptera"
"31_Roberts_Livingstone_far_2012",1,3,33.3333333333333,"Flower shape",3,"Diptera"
"31_Roberts_Livingstone_house_2012",2,4,50,"Flower shape",3,"Diptera"
"31_Roberts_Mearns_2013",4,4,100,"Flower shape",3,"Diptera"
"31_Roberts_White_left_2012",1,4,25,"Flower shape",3,"Diptera"
"36_Larkin_Barracks.Lyan.Co.Clare_13.2017_GS1",1,6,16.6666666666667,"Flower shape",3,"Diptera"
"36_Larkin_Glencolumbkille.South.Carron.Co.Clare_20.2017_GS1",4,5,80,"Flower shape",3,"Diptera"
"37_White_An",1,10,10,"Flower shape",3,"Diptera"
"37_White_Bl",8,15,53.3333333333333,"Flower shape",3,"Diptera"
"37_White_Bn",4,13,30.7692307692308,"Flower shape",3,"Diptera"
"37_White_CW",13,21,61.9047619047619,"Flower shape",3,"Diptera"
"37_White_Ce",1,11,9.09090909090909,"Flower shape",3,"Diptera"
"37_White_Cn",6,18,33.3333333333333,"Flower shape",3,"Diptera"
"37_White_ED",1,10,10,"Flower shape",3,"Diptera"
"37_White_Fs",3,11,27.2727272727273,"Flower shape",3,"Diptera"
"37_White_Kr",2,7,28.5714285714286,"Flower shape",3,"Diptera"
"37_White_ND",6,12,50,"Flower shape",3,"Diptera"
"37_White_NG",2,15,13.3333333333333,"Flower shape",3,"Diptera"
"37_White_WD",7,13,53.8461538461538,"Flower shape",3,"Diptera"
"38_Maurer_A1",3,7,42.8571428571429,"Flower shape",3,"Diptera"
"38_Maurer_A2",3,11,27.2727272727273,"Flower shape",3,"Diptera"
"38_Maurer_A4",3,10,30,"Flower shape",3,"Diptera"
"38_Maurer_R1",7,11,63.6363636363636,"Flower shape",3,"Diptera"
"38_Maurer_R3",2,7,28.5714285714286,"Flower shape",3,"Diptera"
"38_Maurer_R4",1,7,14.2857142857143,"Flower shape",3,"Diptera"
"39_Schweiger_I2_woodland.scrub_1_2021",1,3,33.3333333333333,"Flower shape",3,"Diptera"
"39_Schweiger_I4_woodland.scrub_3_2021",2,4,50,"Flower shape",3,"Diptera"
"39_Schweiger_R1_semi.natural.grass_4_2021",2,3,66.6666666666667,"Flower shape",3,"Diptera"
"39_Schweiger_R4_semi.natural.grass_2_2021",3,8,37.5,"Flower shape",3,"Diptera"
"40_Knight_Ghe_ari_2017",27,61,44.2622950819672,"Flower shape",3,"Diptera"
"41_Knight_1 wooded meadow_2018",16,21,76.1904761904762,"Flower shape",3,"Diptera"
"41_Knight_2 alvar pasture_2018",3,6,50,"Flower shape",3,"Diptera"
"41_Knight_3 alvar pasture_2018",17,19,89.4736842105263,"Flower shape",3,"Diptera"
"41_Knight_4 wooded meadow_2018",6,7,85.7142857142857,"Flower shape",3,"Diptera"
"41_Knight_5 wooded meadow_2018",2,22,9.09090909090909,"Flower shape",3,"Diptera"
"41_Knight_6 alvar pasture_2018",1,8,12.5,"Flower shape",3,"Diptera"
"42_Knight_M1Restored_2019",3,5,60,"Flower shape",3,"Diptera"
"42_Knight_M2Natural_2019",2,2,100,"Flower shape",3,"Diptera"
"42_Knight_M3Natural_2019",6,8,75,"Flower shape",3,"Diptera"
"42_Knight_M4Restored_2019",1,7,14.2857142857143,"Flower shape",3,"Diptera"
"42_Knight_M5Restored_2019",2,6,33.3333333333333,"Flower shape",3,"Diptera"
"42_Knight_M6Natural_2019",11,15,73.3333333333333,"Flower shape",3,"Diptera"
"42_Knight_M8Restored_2019",6,7,85.7142857142857,"Flower shape",3,"Diptera"
"44_Knight_M11_2018",2,5,40,"Flower shape",3,"Diptera"
"44_Knight_M12_2018",5,26,19.2307692307692,"Flower shape",3,"Diptera"
"44_Knight_M13_2018",6,16,37.5,"Flower shape",3,"Diptera"
"44_Knight_M15_2018",15,29,51.7241379310345,"Flower shape",3,"Diptera"
"44_Knight_M16_2018",12,28,42.8571428571429,"Flower shape",3,"Diptera"
"44_Knight_M17_2018",6,15,40,"Flower shape",3,"Diptera"
"44_Knight_M18_2018",6,18,33.3333333333333,"Flower shape",3,"Diptera"
"44_Knight_M1_2018",8,14,57.1428571428571,"Flower shape",3,"Diptera"
"44_Knight_M3_2018",3,17,17.6470588235294,"Flower shape",3,"Diptera"
"44_Knight_M4_2018",13,24,54.1666666666667,"Flower shape",3,"Diptera"
"44_Knight_M6_2018",1,8,12.5,"Flower shape",3,"Diptera"
"44_Knight_M8_2018",5,13,38.4615384615385,"Flower shape",3,"Diptera"
"45_Knight_Hermanovice_meadow_2018",17,28,60.7142857142857,"Flower shape",3,"Diptera"
"45_Knight_HorniGrunt_meadow_2018",18,23,78.2608695652174,"Flower shape",3,"Diptera"
"45_Knight_Mnichov_meadow_2018",9,26,34.6153846153846,"Flower shape",3,"Diptera"
"46_Knight_Gora_Gipsowa_2018",2,18,11.1111111111111,"Flower shape",3,"Diptera"
"47_Benadi_1",49,131,37.4045801526718,"Flower shape",3,"Diptera"
"47_Benadi_2",57,120,47.5,"Flower shape",3,"Diptera"
"47_Benadi_3",66,115,57.3913043478261,"Flower shape",3,"Diptera"
"47_Benadi_4",57,118,48.3050847457627,"Flower shape",3,"Diptera"
"47_Benadi_5",55,91,60.4395604395604,"Flower shape",3,"Diptera"
"47_Benadi_6",47,64,73.4375,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 A_2018",9,16,56.25,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 An_2018",10,20,50,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 B_2018",10,17,58.8235294117647,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 Bn_2018",5,31,16.1290322580645,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 C_2018",4,26,15.3846153846154,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 Cn_2018",11,31,35.4838709677419,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 E_2018",6,26,23.0769230769231,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 En_2018",7,29,24.1379310344828,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 F_2018",8,13,61.5384615384615,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 Fn_2018",2,8,25,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 G_2018",8,15,53.3333333333333,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 Gn_2018",13,16,81.25,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 H_2018",7,50,14,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 Hn_2018",10,46,21.7391304347826,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 I_2018",11,23,47.8260869565217,"Flower shape",3,"Diptera"
"4_Marini_UNIPD01 In_2018",14,29,48.2758620689655,"Flower shape",3,"Diptera"
"50_Hervias-Parejo_Llucalari_2021",1,11,9.09090909090909,"Flower shape",3,"Diptera"
"50_Hervias-Parejo_Sa Bassa_2021",4,18,22.2222222222222,"Flower shape",3,"Diptera"
"50_Hervias-Parejo_Salinas_2021",1,18,5.55555555555556,"Flower shape",3,"Diptera"
"50_Hervias-Parejo_Torre Fornells_2021",12,29,41.3793103448276,"Flower shape",3,"Diptera"
"50_Hervias-Parejo_coast Son Bou_2021",1,8,12.5,"Flower shape",3,"Diptera"
"51_Petanidou_Pyrgos_2013",2,16,12.5,"Flower shape",3,"Diptera"
"51_Petanidou_Sigri 3_2012",2,5,40,"Flower shape",3,"Diptera"
"54_Lazaro_AloeVera_2018_2018",1,13,7.69230769230769,"Flower shape",3,"Diptera"
"54_Lazaro_SonBaco_2018_2018",17,29,58.6206896551724,"Flower shape",3,"Diptera"
"54_Lazaro_SonMutNou_2018_2018",21,27,77.7777777777778,"Flower shape",3,"Diptera"
"54_Lazaro_UIB_2018_2018",2,12,16.6666666666667,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AA_2019",1,8,12.5,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AB_2019",5,9,55.5555555555556,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AC_2019",2,13,15.3846153846154,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AD_2019",5,7,71.4285714285714,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AE_2019",2,16,12.5,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AG_2019",5,29,17.2413793103448,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AH_2019",6,16,37.5,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AI_2019",4,5,80,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AJ_2019",2,10,20,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AK_2019",1,5,20,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AL_2019",1,19,5.26315789473684,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AM_2019",3,13,23.0769230769231,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AN_2019",3,10,30,"Flower shape",3,"Diptera"
"5_Marini_UNIPD02 AO_2019",8,17,47.0588235294118,"Flower shape",3,"Diptera"
